"code";"libellé";"description";"type";"format";"minimum";"maximum";"enum";"granularity";"constraint";"reference"
"K412";"patrimoine_numerisation_manuscrits_total_vues";"Patrimoine - Numérisation - manuscrits - total documents numérisés - vues";"integer";"default";;;;;;
"K413";"patrimoine_numerisation_manuscrits_total_documents";"Patrimoine - Numérisation - manuscrits - total documents numérisés - documents";"integer";"default";;;;;;
"K414";"patrimoine_numerisation_manuscrits_annee_vues";"Patrimoine - Numérisation - manuscrits - documents numérisés dans l’année - vues";"integer";"default";;;;;;
"K415";"patrimoine_numerisation_manuscrits_annee_documents";"Patrimoine - Numérisation - manuscrits - documents numérisés dans l’année - documents";"integer";"default";;;;;;
"K417";"patrimoine_numerisation_archives_total_vues";"Patrimoine - Numérisation - documents d’archives - total documents numérisés - vues";"integer";"default";;;;;;
"K418";"patrimoine_numerisation_archives_total_documents";"Patrimoine - Numérisation - documents d’archives - total documents numérisés - documents";"integer";"default";;;;;;
"K419";"patrimoine_numerisation_archives_annee_vues";"Patrimoine - Numérisation - documents d’archives - documents numérisés dans l’année - vues";"integer";"default";;;;;;
"K420";"patrimoine_numerisation_archives_annee_documents";"Patrimoine - Numérisation - documents d’archives - documents numérisés dans l’année - documents";"integer";"default";;;;;;
"K422";"patrimoine_numerisation_cartes_total_vues";"Patrimoine - Numérisation - cartes - total documents numérisés - vues";"integer";"default";;;;;;
"K423";"patrimoine_numerisation_cartes_total_documents";"Patrimoine - Numérisation - cartes - total documents numérisés - documents";"integer";"default";;;;;;
"K424";"patrimoine_numerisation_cartes_annee_vues";"Patrimoine - Numérisation - cartes - documents numérisés dans l’année - vues";"integer";"default";;;;;;
"K425";"patrimoine_numerisation_cartes_annee_documents";"Patrimoine - Numérisation - cartes - documents numérisés dans l’année - documents";"integer";"default";;;;;;
"K427";"patrimoine_numerisation_musique_imprimee_total_vues";"Patrimoine - Numérisation - musique imprimée - total documents numérisés - vues";"integer";"default";;;;;;
"K428";"patrimoine_numerisation_musique_imprimee_total_documents";"Patrimoine - Numérisation - musique imprimée - total documents numérisés - documents";"integer";"default";;;;;;
"K429";"patrimoine_numerisation_musique_imprimee_annee_vues";"Patrimoine - Numérisation - musique imprimée - documents numérisés dans l’année - vues";"integer";"default";;;;;;
"K430";"patrimoine_numerisation_musique_imprimee_annee_documents";"Patrimoine - Numérisation - musique imprimée - documents numérisés dans l’année - documents";"integer";"default";;;;;;
"K432";"patrimoine_numerisation_documents_graphiques_total_vues";"Patrimoine - Numérisation - documents graphiques - total documents numérisés - vues";"integer";"default";;;;;;
"K433";"patrimoine_numerisation_documents_graphiques_total_documents";"Patrimoine - Numérisation - documents graphiques - total documents numérisés - documents";"integer";"default";;;;;;
"K434";"patrimoine_numerisation_documents_graphiques_annee_vues";"Patrimoine - Numérisation - documents graphiques - documents numérisés dans l’année - vues";"integer";"default";;;;;;
"K435";"patrimoine_numerisation_documents_graphiques_annee_documents";"Patrimoine - Numérisation - documents graphiques - documents numérisés dans l’année - documents";"integer";"default";;;;;;
"K437";"patrimoine_numerisation_objets_total_vues";"Patrimoine - Numérisation - objets - total documents numérisés - vues";"integer";"default";;;;;;
"K438";"patrimoine_numerisation_objets_total_documents";"Patrimoine - Numérisation - objets - total documents numérisés - documents";"integer";"default";;;;;;
"K439";"patrimoine_numerisation_objets_annee_vues";"Patrimoine - Numérisation - objets - documents numérisés dans l’année - vues";"integer";"default";;;;;;
"K440";"patrimoine_numerisation_objets_annee_documents";"Patrimoine - Numérisation - objets - documents numérisés dans l’année - documents";"integer";"default";;;;;;
"K442";"patrimoine_numerisation_documents_sonores_total";"Patrimoine - Numérisation - documents sonores - total documents numérisés - documents";"integer";"default";;;;;;
"K443";"patrimoine_numerisation_documents_sonores_annee";"Patrimoine - Numérisation - documents sonores - documents numérisés dans l’année - documents";"integer";"default";;;;;;
"K445";"patrimoine_numerisation_images_animees_total";"Patrimoine - Numérisation - images animées - total documents numérisés - documents";"integer";"default";;;;;;
"K446";"patrimoine_numerisation_images_animees_annee";"Patrimoine - Numérisation - images animées - documents numérisés dans l’année - documents";"integer";"default";;;;;;
"K502";"patrimoine_mise_en_ligne_livres_imprimes_total_vues";"Patrimoine - Mise en ligne - livres imprimés - total documents mis en ligne - vues";"integer";"default";;;;;;
"K503";"patrimoine_mise_en_ligne_livres_imprimes_total_documents";"Patrimoine - Mise en ligne - livres imprimés - total documents mis en ligne - documents";"integer";"default";;;;;;
"K504";"patrimoine_mise_en_ligne_livres_imprimes_annee_vues";"Patrimoine - Mise en ligne - livres imprimés - documents mis en ligne dans l’année - vues";"integer";"default";;;;;;
"K505";"patrimoine_mise_en_ligne_livres_imprimes_annee_documents";"Patrimoine - Mise en ligne - livres imprimés - documents mis en ligne dans l’année - documents";"integer";"default";;;;;;
"K507";"patrimoine_mise_en_ligne_periodiques_total_vues";"Patrimoine - Mise en ligne - publications en série - total documents mis en ligne - vues";"integer";"default";;;;;;
"K508";"patrimoine_mise_en_ligne_periodiques_total_documents";"Patrimoine - Mise en ligne - publications en série - total documents mis en ligne - documents";"integer";"default";;;;;;
"K509";"patrimoine_mise_en_ligne_periodiques_annee_vues";"Patrimoine - Mise en ligne - publications en série - documents mis en ligne dans l’année - vues";"integer";"default";;;;;;
"K510";"patrimoine_mise_en_ligne_periodiques_annee_documents";"Patrimoine - Mise en ligne - publications en série - documents mis en ligne dans l’année - documents";"integer";"default";;;;;;
"K512";"patrimoine_mise_en_ligne_manuscrits_total_vues";"Patrimoine - Mise en ligne - manuscrits - total documents mis en ligne - vues";"integer";"default";;;;;;
"K513";"patrimoine_mise_en_ligne_manuscrits_total_documents";"Patrimoine - Mise en ligne - manuscrits - total documents mis en ligne - documents";"integer";"default";;;;;;
"K514";"patrimoine_mise_en_ligne_manuscrits_annee_vues";"Patrimoine - Mise en ligne - manuscrits - documents mis en ligne dans l’année - vues";"integer";"default";;;;;;
"K515";"patrimoine_mise_en_ligne_manuscrits_annee_documents";"Patrimoine - Mise en ligne - manuscrits - documents mis en ligne dans l’année - documents";"integer";"default";;;;;;
"K517";"patrimoine_mise_en_ligne_archives_total_vues";"Patrimoine - Mise en ligne - documents d’archives - total documents mis en ligne - vues";"integer";"default";;;;;;
"K518";"patrimoine_mise_en_ligne_archives_total_documents";"Patrimoine - Mise en ligne - documents d’archives - total documents mis en ligne - documents";"integer";"default";;;;;;
"K519";"patrimoine_mise_en_ligne_archives_annee_vues";"Patrimoine - Mise en ligne - documents d’archives - documents mis en ligne dans l’année - vues";"integer";"default";;;;;;
"K520";"patrimoine_mise_en_ligne_archives_annee_documents";"Patrimoine - Mise en ligne - documents d’archives - documents mis en ligne dans l’année - documents";"integer";"default";;;;;;
"K522";"patrimoine_mise_en_ligne_cartes_total_vues";"Patrimoine - Mise en ligne - cartes - total documents mis en ligne - vues";"integer";"default";;;;;;
"K523";"patrimoine_mise_en_ligne_cartes_total_documents";"Patrimoine - Mise en ligne - cartes - total documents mis en ligne - documents";"integer";"default";;;;;;
"K524";"patrimoine_mise_en_ligne_cartes_annee_vues";"Patrimoine - Mise en ligne - cartes - documents mis en ligne dans l’année - vues";"integer";"default";;;;;;
"K525";"patrimoine_mise_en_ligne_cartes_annee_documents";"Patrimoine - Mise en ligne - cartes - documents mis en ligne dans l’année - documents";"integer";"default";;;;;;
"K527";"patrimoine_mise_en_ligne_musique_imprimee_total_vues";"Patrimoine - Mise en ligne - musique imprimée - total documents mis en ligne - vues";"integer";"default";;;;;;
"K528";"patrimoine_mise_en_ligne_musique_imprimee_total_documents";"Patrimoine - Mise en ligne - musique imprimée - total documents mis en ligne - documents";"integer";"default";;;;;;
"K529";"patrimoine_mise_en_ligne_musique_imprimee_annee_vues";"Patrimoine - Mise en ligne - musique imprimée - documents mis en ligne dans l’année - vues";"integer";"default";;;;;;
"K530";"patrimoine_mise_en_ligne_musique_imprimee_annee_documents";"Patrimoine - Mise en ligne - musique imprimée - documents mis en ligne dans l’année - documents";"integer";"default";;;;;;
"K532";"patrimoine_mise_en_ligne_documents_graphiques_total_vues";"Patrimoine - Mise en ligne - documents graphiques - total documents mis en ligne - vues";"integer";"default";;;;;;
"K533";"patrimoine_mise_en_ligne_documents_graphiques_total_documents";"Patrimoine - Mise en ligne - documents graphiques - total documents mis en ligne - documents";"integer";"default";;;;;;
"K534";"patrimoine_mise_en_ligne_documents_graphiques_annee_vues";"Patrimoine - Mise en ligne - documents graphiques - documents mis en ligne dans l’année - vues";"integer";"default";;;;;;
"K535";"patrimoine_mise_en_ligne_documents_graphiques_annee_documents";"Patrimoine - Mise en ligne - documents graphiques - documents mis en ligne dans l’année - documents";"integer";"default";;;;;;
"K537";"patrimoine_mise_en_ligne_objets_total_vues";"Patrimoine - Mise en ligne - objets - total documents mis en ligne - vues";"integer";"default";;;;;;
"K538";"patrimoine_mise_en_ligne_objets_total_documents";"Patrimoine - Mise en ligne - objets - total documents mis en ligne - documents";"integer";"default";;;;;;
"K539";"patrimoine_mise_en_ligne_objets_annee_vues";"Patrimoine - Mise en ligne - objets - documents mis en ligne dans l’année - vues";"integer";"default";;;;;;
"K540";"patrimoine_mise_en_ligne_objets_annee_documents";"Patrimoine - Mise en ligne - objets - documents mis en ligne dans l’année - documents";"integer";"default";;;;;;
"K542";"patrimoine_mise_en_ligne_documents_sonores_total";"Patrimoine - Mise en ligne - documents sonores - total documents mis en ligne - documents";"integer";"default";;;;;;
"K543";"patrimoine_mise_en_ligne_documents_sonores_annee";"Patrimoine - Mise en ligne - documents sonores - documents mis en ligne dans l’année - documents";"integer";"default";;;;;;
"K545";"patrimoine_mise_en_ligne_images_animees_total";"Patrimoine - Mise en ligne - images animées - total documents mis en ligne - documents";"integer";"default";;;;;;
"K546";"patrimoine_mise_en_ligne_images_animees_annee";"Patrimoine - Mise en ligne - images animées - documents mis en ligne dans l’année - documents";"integer";"default";;;;;;
"insee";"code_insee";"Code insee de la commune";"string";"default";;;;;;
"Département";"departement";"Département de la commune";"string";"default";;;;;;
"Région";"region";"Région de la commune";"string";"default";;;;;;
"Code EPCI";"code_epci";"Code de l’EPCI";"string";"default";;;;;;
"Libellé EPCI";"epci";"Libellé de l’EPCI";"string";"default";;;;;;
"Date dernière modification";"date_modification";"Date de dernière modification des données";"date";"default";;;;"quotidien";;
"Taux de complétude";"taux_completude";"Taux de complétude";"integer";"default";;;;;;
"Année des données";"annee_donnees";"Année des données collectées";"date";"default";;;;"annuel";;
"nom_uc";"nom_uc";"Code de l’unité ou des unités de coopération";"string";"default";;;;;;
"referent";"referent";"Référent de l’enquête annuelle";"string";"default";;;"Administrateur partenaire, OLP";;;
